Timestamp,IP_Address,Request_Method,Endpoint,Status_Code,Country,Region,Service_Type,Traffic_Source,Device_Type,User_ID,Session_ID,Demo_Request,Event_Request,AI_Assistant_Request,Converted_To_Sale,Time_Spent,Engagement_Score,Sales_Team_Member,Hour,Day,Month
2026-04-26 12:34:17,49.144.246.91,POST,/scheduledemo.php,200,Namibia,Southern Africa,AI Cybersecurity,Referral,Desktop,U10278,S19278,1,0,1,0,402,6.07,sales3,12,Sunday,April
2026-01-13 22:42:51,110.191.143.87,POST,/about.html,200,Tanzania,East Africa,Cyber Risk Assessment,Referral,Mobile,U10279,S19279,0,1,1,0,512,6.39,sales1,22,Tuesday,January
2026-01-02 14:02:55,149.118.106.145,POST,/services.html,200,South Africa,Southern Africa,Cyber Risk Assessment,Direct,Desktop,U10280,S19280,0,1,0,0,192,9.29,sales1,14,Friday,January
2026-02-28 01:15:13,176.215.175.202,POST,/index.html,304,Kenya,East Africa,AI Cybersecurity,Search,Tablet,U10281,S19281,1,1,0,1,542,7.21,sales2,1,Saturday,February
2026-03-19 14:12:17,117.122.87.190,POST,/solutions.html,404,Mozambique,Southern Africa,AI Assistant,Direct,Tablet,U10282,S19282,0,0,0,0,477,5.31,sales1,14,Thursday,March
2026-04-16 21:13:06,210.41.2.49,POST,/contact.html,404,Kenya,East Africa,Threat Monitoring,Direct,Desktop,U10283,S19283,1,0,0,1,407,8.4,sales1,21,Thursday,April
2026-01-21 08:26:22,133.115.12.95,GET,/index.html,404,South Africa,Southern Africa,Data Analytics,Email Campaign,Tablet,U10284,S19284,0,0,0,0,179,7.4,sales3,8,Wednesday,January
2026-05-01 10:50:20,203.52.230.168,POST,/jobs.php,200,Tanzania,East Africa,Digital Transformation,Social Media,Desktop,U10285,S19285,0,0,1,1,199,1.96,sales1,10,Friday,May
2026-02-23 16:29:28,191.205.5.122,POST,/index.html,304,Namibia,Southern Africa,Digital Transformation,Referral,Mobile,U10286,S19286,0,0,0,0,529,7.86,sales1,16,Monday,February
2026-01-21 08:30:49,173.168.235.159,POST,/jobs.php,200,Mozambique,Southern Africa,Threat Monitoring,Search,Tablet,U10287,S19287,0,1,1,0,41,7.78,sales3,8,Wednesday,January
2026-04-04 02:14:25,32.92.135.202,POST,/services.html,404,Namibia,Southern Africa,AI Assistant,Social Media,Tablet,U10288,S19288,0,0,0,0,113,7.04,sales2,2,Saturday,April
2026-05-01 07:14:50,199.150.106.156,GET,/aiassistant.php,200,Tanzania,East Africa,AI Assistant,Social Media,Desktop,U10289,S19289,0,0,1,1,223,8.78,sales1,7,Friday,May
2026-01-06 06:53:35,93.113.38.12,POST,/about.html,304,Botswana,Southern Africa,AI Cybersecurity,Social Media,Tablet,U10290,S19290,0,0,0,0,430,5.66,sales1,6,Tuesday,January
2026-04-02 17:38:30,64.105.128.220,POST,/jobs.php,200,Botswana,Southern Africa,AI Assistant,Direct,Tablet,U10291,S19291,1,0,0,1,481,7.67,sales2,17,Thursday,April
2026-04-17 12:43:46,40.85.26.239,POST,/scheduledemo.php,200,Namibia,Southern Africa,Data Analytics,Direct,Tablet,U10292,S19292,1,0,0,0,417,3.87,sales3,12,Friday,April
2026-01-23 21:37:56,158.104.44.121,POST,/aiassistant.php,200,Namibia,Southern Africa,Cloud Security,Search,Desktop,U10293,S19293,0,1,1,1,416,7.81,sales1,21,Friday,January
2026-01-03 21:28:24,93.230.138.172,GET,/services.html,200,Kenya,East Africa,AI Assistant,Direct,Desktop,U10294,S19294,0,1,0,0,78,10.0,sales3,21,Saturday,January
2026-03-23 14:24:30,50.15.50.43,POST,/aiassistant.php,200,Mozambique,Southern Africa,Cloud Security,Email Campaign,Mobile,U10295,S19295,0,0,1,0,287,5.01,sales1,14,Monday,March
2026-03-12 06:35:01,193.93.52.79,POST,/solutions.html,200,Tanzania,East Africa,Digital Transformation,Search,Desktop,U10296,S19296,0,0,0,0,599,5.48,sales3,6,Thursday,March
2026-02-02 22:13:10,191.205.235.187,GET,/services.html,200,Mozambique,Southern Africa,AI Cybersecurity,Search,Tablet,U10297,S19297,0,0,0,1,553,5.58,sales1,22,Monday,February
2026-04-16 20:41:20,204.22.171.131,GET,/contact.html,200,Mozambique,Southern Africa,Cloud Security,Search,Desktop,U10298,S19298,0,0,1,0,279,7.26,sales3,20,Thursday,April
2026-04-18 23:10:39,36.206.56.126,POST,/index.html,404,South Africa,Southern Africa,Threat Monitoring,Direct,Desktop,U10299,S19299,0,0,1,0,242,4.87,sales1,23,Saturday,April
2026-03-11 22:03:34,88.171.141.247,GET,/solutions.html,200,Tanzania,East Africa,Data Analytics,Direct,Mobile,U10300,S19300,0,1,1,0,582,7.84,sales1,22,Wednesday,March
2026-02-27 19:37:16,90.44.248.111,GET,/services.html,404,Mozambique,Southern Africa,Data Analytics,Referral,Mobile,U10301,S19301,0,0,0,0,216,8.69,sales1,19,Friday,February
2026-03-14 17:07:56,98.248.194.112,GET,/about.html,200,Namibia,Southern Africa,Data Analytics,Email Campaign,Desktop,U10302,S19302,0,0,0,0,490,8.07,sales3,17,Saturday,March
2026-03-15 08:11:23,194.113.188.71,GET,/jobs.php,200,Zambia,Southern Africa,Digital Transformation,Search,Desktop,U10303,S19303,0,0,0,0,529,3.46,sales2,8,Sunday,March
2026-02-19 22:48:34,37.151.27.98,POST,/services.html,200,Mozambique,Southern Africa,Data Analytics,Direct,Mobile,U10304,S19304,0,1,0,1,271,8.99,sales1,22,Thursday,February
2026-04-05 10:53:23,34.15.186.254,POST,/jobs.php,200,Kenya,East Africa,Cyber Risk Assessment,Email Campaign,Mobile,U10305,S19305,1,0,0,1,450,8.87,sales2,10,Sunday,April
2026-03-05 03:04:49,179.73.119.115,POST,/event.php,200,Namibia,Southern Africa,AI Cybersecurity,Email Campaign,Mobile,U10306,S19306,0,1,1,0,61,8.66,sales2,3,Thursday,March
2026-01-30 06:25:16,143.219.81.144,GET,/prototype.php,200,Tanzania,East Africa,AI Cybersecurity,Referral,Desktop,U10307,S19307,0,0,0,0,137,7.75,sales2,6,Friday,January
2026-03-01 07:04:42,192.207.152.84,GET,/jobs.php,200,Namibia,Southern Africa,Data Analytics,Social Media,Desktop,U10308,S19308,0,1,0,1,575,7.44,sales1,7,Sunday,March
2026-01-14 19:30:50,69.47.98.34,GET,/services.html,200,Zambia,Southern Africa,Threat Monitoring,Social Media,Tablet,U10309,S19309,0,0,0,0,50,9.06,sales1,19,Wednesday,January
2026-04-20 10:26:08,20.151.241.195,GET,/about.html,200,Botswana,Southern Africa,Cyber Risk Assessment,Direct,Desktop,U10310,S19310,0,1,0,1,388,10.0,sales3,10,Monday,April
2026-04-20 10:43:23,190.165.126.131,GET,/event.php,404,South Africa,Southern Africa,Threat Monitoring,Social Media,Desktop,U10311,S19311,1,1,0,0,295,5.09,sales3,10,Monday,April
2026-02-15 13:30:15,23.19.169.154,GET,/contact.html,200,Zambia,Southern Africa,Cloud Security,Referral,Mobile,U10312,S19312,0,0,0,0,268,9.16,sales1,13,Sunday,February
2026-02-28 05:43:52,84.65.56.56,POST,/jobs.php,404,Zambia,Southern Africa,AI Assistant,Social Media,Desktop,U10313,S19313,0,0,1,0,454,6.83,sales2,5,Saturday,February
2026-02-02 22:08:25,114.144.215.233,POST,/jobs.php,200,Namibia,Southern Africa,AI Assistant,Social Media,Desktop,U10314,S19314,0,0,0,0,156,6.74,sales3,22,Monday,February
2026-02-07 07:21:32,96.186.56.207,GET,/event.php,304,South Africa,Southern Africa,Threat Monitoring,Search,Desktop,U10315,S19315,0,1,0,0,318,3.93,sales3,7,Saturday,February
2026-03-14 12:30:49,136.3.30.207,POST,/contact.html,200,Namibia,Southern Africa,Cyber Risk Assessment,Social Media,Mobile,U10316,S19316,0,0,0,0,59,6.43,sales1,12,Saturday,March
2026-02-28 00:38:35,185.237.75.88,GET,/aiassistant.php,404,South Africa,Southern Africa,AI Cybersecurity,Search,Mobile,U10317,S19317,0,1,1,0,29,5.01,sales2,0,Saturday,February
2026-04-24 22:27:51,65.95.174.190,GET,/about.html,200,Namibia,Southern Africa,Cyber Risk Assessment,Referral,Desktop,U10318,S19318,0,0,0,0,477,6.07,sales1,22,Friday,April
2026-03-02 06:18:56,174.86.82.128,GET,/services.html,304,Namibia,Southern Africa,Threat Monitoring,Search,Mobile,U10319,S19319,0,0,0,1,163,4.8,sales2,6,Monday,March
2026-02-11 13:26:37,152.9.214.181,GET,/jobs.php,304,Tanzania,East Africa,Threat Monitoring,Email Campaign,Desktop,U10320,S19320,0,0,0,0,271,6.1,sales2,13,Wednesday,February
2026-02-20 16:43:01,80.138.85.201,GET,/prototype.php,200,Kenya,East Africa,Data Analytics,Referral,Tablet,U10321,S19321,1,0,1,0,598,6.19,sales2,16,Friday,February
2026-04-10 04:43:44,115.143.247.127,POST,/about.html,404,Kenya,East Africa,Threat Monitoring,Referral,Mobile,U10322,S19322,0,0,0,1,259,7.19,sales2,4,Friday,April
2026-02-02 00:41:04,214.16.69.129,GET,/event.php,200,South Africa,Southern Africa,Cloud Security,Direct,Tablet,U10323,S19323,0,1,0,0,222,3.77,sales1,0,Monday,February
2026-04-17 07:07:05,165.33.167.113,GET,/index.html,200,Kenya,East Africa,Data Analytics,Direct,Desktop,U10324,S19324,0,1,1,0,126,4.11,sales3,7,Friday,April
2026-04-10 15:00:09,210.203.183.204,POST,/aiassistant.php,200,Zimbabwe,Southern Africa,AI Assistant,Social Media,Mobile,U10325,S19325,1,1,1,1,216,7.72,sales2,15,Friday,April
2026-02-24 03:06:55,58.236.51.61,POST,/index.html,200,South Africa,Southern Africa,Cloud Security,Email Campaign,Tablet,U10326,S19326,0,1,0,0,40,5.41,sales3,3,Tuesday,February
2026-02-10 19:36:33,71.238.197.171,POST,/solutions.html,200,Namibia,Southern Africa,Data Analytics,Direct,Desktop,U10327,S19327,0,0,0,1,137,9.15,sales1,19,Tuesday,February
2026-02-23 08:07:32,120.23.1.66,GET,/aiassistant.php,200,Kenya,East Africa,Digital Transformation,Email Campaign,Desktop,U10328,S19328,0,0,1,0,205,7.45,sales3,8,Monday,February
2026-03-31 15:03:57,46.35.127.99,GET,/services.html,200,Zambia,Southern Africa,Cloud Security,Social Media,Mobile,U10329,S19329,0,0,0,0,577,8.21,sales3,15,Tuesday,March
2026-03-25 03:45:51,24.48.44.207,POST,/services.html,200,Mozambique,Southern Africa,AI Cybersecurity,Direct,Mobile,U10330,S19330,1,0,0,1,413,9.82,sales3,3,Wednesday,March
2026-02-26 11:25:06,220.198.156.68,POST,/solutions.html,200,Kenya,East Africa,Data Analytics,Direct,Mobile,U10331,S19331,1,1,1,0,250,6.38,sales1,11,Thursday,February
2026-02-13 22:14:33,139.230.238.191,POST,/index.html,200,Namibia,Southern Africa,Data Analytics,Search,Tablet,U10332,S19332,0,0,1,0,582,5.85,sales1,22,Friday,February
2026-02-05 23:58:32,187.234.219.112,POST,/prototype.php,200,South Africa,Southern Africa,Digital Transformation,Search,Tablet,U10333,S19333,0,0,0,0,258,8.74,sales3,23,Thursday,February
2026-03-16 15:23:08,174.200.224.94,POST,/event.php,200,Tanzania,East Africa,Cloud Security,Social Media,Tablet,U10334,S19334,0,1,0,0,480,8.02,sales2,15,Monday,March
2026-03-04 08:18:19,69.75.160.47,GET,/scheduledemo.php,200,Tanzania,East Africa,Data Analytics,Search,Mobile,U10335,S19335,1,1,1,0,90,6.63,sales1,8,Wednesday,March
2026-03-04 19:05:40,192.13.155.230,GET,/contact.html,200,Kenya,East Africa,Cloud Security,Email Campaign,Desktop,U10336,S19336,0,1,0,0,360,9.78,sales1,19,Wednesday,March
2026-02-24 02:53:42,205.190.215.214,POST,/contact.html,200,Zimbabwe,Southern Africa,Threat Monitoring,Referral,Tablet,U10337,S19337,0,0,0,0,241,6.58,sales1,2,Tuesday,February
2026-01-01 05:11:06,90.148.67.242,GET,/contact.html,404,Namibia,Southern Africa,AI Cybersecurity,Social Media,Mobile,U10338,S19338,0,1,0,0,461,7.07,sales2,5,Thursday,January
2026-03-06 09:58:37,159.212.54.75,GET,/scheduledemo.php,404,Kenya,East Africa,Cloud Security,Referral,Tablet,U10339,S19339,1,0,1,1,98,7.04,sales1,9,Friday,March
2026-04-27 02:51:45,81.180.233.24,GET,/scheduledemo.php,200,Zambia,Southern Africa,AI Cybersecurity,Email Campaign,Mobile,U10340,S19340,1,1,0,0,421,5.13,sales2,2,Monday,April
2026-04-15 09:43:58,135.242.138.65,POST,/services.html,200,Mozambique,Southern Africa,Cloud Security,Search,Desktop,U10341,S19341,0,0,0,1,336,7.16,sales2,9,Wednesday,April
2026-03-06 09:12:30,30.108.94.103,GET,/aiassistant.php,200,Kenya,East Africa,AI Assistant,Search,Tablet,U10342,S19342,1,0,1,1,557,9.79,sales3,9,Friday,March
2026-02-12 23:23:56,8.69.125.37,POST,/scheduledemo.php,200,Tanzania,East Africa,AI Assistant,Social Media,Desktop,U10343,S19343,1,1,1,1,506,7.89,sales3,23,Thursday,February
2026-03-28 23:57:07,190.35.147.44,GET,/prototype.php,404,Zimbabwe,Southern Africa,AI Cybersecurity,Direct,Desktop,U10344,S19344,0,1,0,0,490,7.06,sales2,23,Saturday,March
2026-03-23 17:54:57,43.32.186.4,POST,/scheduledemo.php,200,Zimbabwe,Southern Africa,Threat Monitoring,Direct,Desktop,U10345,S19345,1,0,0,1,229,6.68,sales3,17,Monday,March
2026-01-23 05:54:57,46.213.231.220,GET,/index.html,200,Zambia,Southern Africa,Data Analytics,Social Media,Mobile,U10346,S19346,0,0,0,0,90,7.66,sales1,5,Friday,January
2026-03-05 02:42:04,139.240.19.149,POST,/aiassistant.php,200,South Africa,Southern Africa,Cyber Risk Assessment,Referral,Desktop,U10347,S19347,1,0,1,1,127,8.5,sales1,2,Thursday,March
2026-04-26 19:00:33,16.204.151.38,POST,/contact.html,304,Tanzania,East Africa,Cloud Security,Email Campaign,Mobile,U10348,S19348,0,0,1,0,567,8.22,sales3,19,Sunday,April
2026-04-06 15:32:05,196.6.170.160,GET,/contact.html,200,Mozambique,Southern Africa,Digital Transformation,Direct,Desktop,U10349,S19349,0,0,0,0,126,6.34,sales2,15,Monday,April
2026-03-13 09:20:03,161.158.204.112,POST,/solutions.html,200,Zambia,Southern Africa,AI Assistant,Social Media,Tablet,U10350,S19350,0,0,1,0,95,7.65,sales3,9,Friday,March
2026-04-14 21:15:08,107.25.46.141,POST,/contact.html,200,Zambia,Southern Africa,Cyber Risk Assessment,Social Media,Desktop,U10351,S19351,0,1,0,1,366,7.96,sales3,21,Tuesday,April
2026-02-24 19:42:01,2.56.36.148,GET,/event.php,200,Zambia,Southern Africa,Digital Transformation,Direct,Desktop,U10352,S19352,0,1,1,1,284,4.99,sales3,19,Tuesday,February
2026-04-19 13:02:20,176.162.54.160,POST,/event.php,200,Namibia,Southern Africa,Cloud Security,Direct,Mobile,U10353,S19353,0,1,0,0,563,7.34,sales3,13,Sunday,April
2026-03-12 09:28:54,55.70.248.19,GET,/aiassistant.php,200,Zimbabwe,Southern Africa,Cyber Risk Assessment,Direct,Tablet,U10354,S19354,0,0,1,0,569,2.68,sales2,9,Thursday,March
2026-01-23 07:54:26,79.199.243.182,POST,/jobs.php,200,Botswana,Southern Africa,Cloud Security,Direct,Desktop,U10355,S19355,0,0,0,1,51,7.97,sales3,7,Friday,January
2026-02-21 14:33:34,136.164.223.163,GET,/solutions.html,304,Mozambique,Southern Africa,Data Analytics,Email Campaign,Desktop,U10356,S19356,0,0,0,1,84,8.32,sales1,14,Saturday,February
2026-03-27 20:27:28,117.241.60.166,GET,/services.html,200,Botswana,Southern Africa,AI Cybersecurity,Search,Mobile,U10357,S19357,0,1,1,1,407,8.5,sales3,20,Friday,March
2026-01-19 18:24:35,201.147.105.67,POST,/aiassistant.php,404,Tanzania,East Africa,AI Cybersecurity,Direct,Mobile,U10358,S19358,0,1,1,0,218,6.21,sales3,18,Monday,January
2026-04-03 04:03:29,206.142.247.251,POST,/aiassistant.php,200,South Africa,Southern Africa,Threat Monitoring,Social Media,Mobile,U10359,S19359,0,1,1,1,472,7.62,sales1,4,Friday,April
2026-01-30 11:58:45,65.202.236.250,GET,/aiassistant.php,200,Zambia,Southern Africa,AI Assistant,Direct,Tablet,U10360,S19360,0,1,1,0,252,9.85,sales1,11,Friday,January
2026-02-06 21:14:27,94.164.224.249,GET,/scheduledemo.php,404,Mozambique,Southern Africa,Threat Monitoring,Social Media,Desktop,U10361,S19361,1,0,0,1,459,9.83,sales1,21,Friday,February
2026-04-01 18:26:37,208.119.50.181,POST,/event.php,200,Mozambique,Southern Africa,Data Analytics,Social Media,Tablet,U10362,S19362,0,1,0,1,373,6.94,sales3,18,Wednesday,April
2026-01-30 19:04:06,115.82.94.12,POST,/event.php,200,Tanzania,East Africa,Cyber Risk Assessment,Email Campaign,Tablet,U10363,S19363,1,1,1,1,369,7.28,sales2,19,Friday,January
2026-03-31 21:52:23,66.220.146.110,GET,/prototype.php,200,Namibia,Southern Africa,Cloud Security,Direct,Desktop,U10364,S19364,1,0,0,1,257,9.22,sales3,21,Tuesday,March
2026-02-26 05:05:31,217.110.236.23,GET,/aiassistant.php,200,Kenya,East Africa,Cyber Risk Assessment,Social Media,Desktop,U10365,S19365,0,0,1,0,364,4.0,sales2,5,Thursday,February
2026-01-23 06:56:14,44.196.129.158,POST,/scheduledemo.php,404,Zimbabwe,Southern Africa,Cloud Security,Referral,Tablet,U10366,S19366,1,1,0,0,555,6.35,sales1,6,Friday,January
2026-01-17 08:57:47,137.148.29.70,POST,/scheduledemo.php,200,Zambia,Southern Africa,Threat Monitoring,Direct,Desktop,U10367,S19367,1,1,1,1,299,9.67,sales2,8,Saturday,January
2026-04-05 19:06:27,55.136.64.188,GET,/solutions.html,200,South Africa,Southern Africa,Cyber Risk Assessment,Referral,Mobile,U10368,S19368,0,0,0,0,101,8.95,sales2,19,Sunday,April
2026-04-09 03:52:23,63.92.12.137,POST,/jobs.php,200,Zambia,Southern Africa,Data Analytics,Social Media,Desktop,U10369,S19369,0,1,0,0,344,7.74,sales2,3,Thursday,April
2026-05-01 11:06:28,24.177.70.88,GET,/prototype.php,200,Mozambique,Southern Africa,Cyber Risk Assessment,Email Campaign,Mobile,U10370,S19370,1,0,1,1,375,3.99,sales3,11,Friday,May
2026-02-12 15:54:38,180.76.175.251,POST,/aiassistant.php,200,Namibia,Southern Africa,Cyber Risk Assessment,Direct,Desktop,U10371,S19371,0,0,1,0,578,6.9,sales1,15,Thursday,February
2026-05-01 00:34:40,19.225.34.233,GET,/index.html,200,Kenya,East Africa,AI Assistant,Search,Tablet,U10372,S19372,1,0,1,0,257,5.82,sales2,0,Friday,May
2026-02-22 16:32:47,143.41.86.118,POST,/prototype.php,200,Zimbabwe,Southern Africa,Cloud Security,Social Media,Mobile,U10373,S19373,0,0,0,1,388,7.66,sales3,16,Sunday,February
2026-03-05 11:49:42,162.97.182.111,GET,/jobs.php,404,Tanzania,East Africa,Threat Monitoring,Email Campaign,Tablet,U10374,S19374,1,1,0,0,263,5.38,sales2,11,Thursday,March
2026-04-08 13:34:31,42.40.140.68,POST,/event.php,200,Tanzania,East Africa,AI Assistant,Email Campaign,Desktop,U10375,S19375,0,1,1,0,291,4.95,sales2,13,Wednesday,April
2026-04-09 14:14:18,51.159.4.94,GET,/index.html,200,South Africa,Southern Africa,AI Assistant,Social Media,Mobile,U10376,S19376,0,0,0,0,301,2.87,sales2,14,Thursday,April
2026-01-15 20:58:30,124.201.134.176,GET,/prototype.php,200,Zambia,Southern Africa,Digital Transformation,Referral,Desktop,U10377,S19377,1,0,1,1,373,9.44,sales3,20,Thursday,January
2026-03-11 00:13:37,173.253.106.61,POST,/jobs.php,404,Tanzania,East Africa,Digital Transformation,Social Media,Mobile,U10378,S19378,0,0,0,1,212,6.2,sales2,0,Wednesday,March
2026-01-09 00:58:40,23.213.110.78,GET,/contact.html,200,South Africa,Southern Africa,AI Assistant,Social Media,Mobile,U10379,S19379,0,1,1,1,270,7.31,sales2,0,Friday,January
2026-04-04 04:06:39,72.69.85.105,POST,/contact.html,200,South Africa,Southern Africa,Digital Transformation,Social Media,Mobile,U10380,S19380,0,0,0,1,483,7.0,sales2,4,Saturday,April
2026-02-28 00:21:53,33.86.252.206,GET,/about.html,200,Botswana,Southern Africa,AI Assistant,Email Campaign,Desktop,U10381,S19381,0,0,1,1,233,4.87,sales1,0,Saturday,February
2026-02-25 16:30:43,50.91.217.114,POST,/scheduledemo.php,200,Kenya,East Africa,Data Analytics,Social Media,Mobile,U10382,S19382,1,0,1,0,140,4.48,sales2,16,Wednesday,February
2026-01-18 08:32:40,107.62.234.89,POST,/contact.html,200,Botswana,Southern Africa,Cloud Security,Social Media,Desktop,U10383,S19383,0,1,0,0,218,4.99,sales2,8,Sunday,January
2026-04-12 21:48:52,79.71.194.35,GET,/contact.html,200,Tanzania,East Africa,Digital Transformation,Search,Tablet,U10384,S19384,0,0,1,0,120,5.55,sales3,21,Sunday,April
2026-04-15 10:16:59,46.116.119.221,GET,/contact.html,200,Tanzania,East Africa,Data Analytics,Referral,Mobile,U10385,S19385,0,1,0,0,236,7.73,sales1,10,Wednesday,April
2026-03-29 06:36:55,184.145.104.197,GET,/solutions.html,200,Tanzania,East Africa,Cyber Risk Assessment,Social Media,Mobile,U10386,S19386,0,0,0,0,54,5.41,sales1,6,Sunday,March
2026-03-30 19:56:09,194.109.32.202,POST,/scheduledemo.php,404,Mozambique,Southern Africa,AI Cybersecurity,Search,Desktop,U10387,S19387,1,1,0,1,312,10.0,sales2,19,Monday,March
2026-01-16 13:15:54,28.4.155.254,GET,/prototype.php,200,Botswana,Southern Africa,Data Analytics,Direct,Tablet,U10388,S19388,1,1,0,1,575,9.05,sales1,13,Friday,January
2026-01-18 06:21:38,146.89.74.243,POST,/services.html,404,Zambia,Southern Africa,Cloud Security,Direct,Desktop,U10389,S19389,0,1,1,0,53,8.62,sales3,6,Sunday,January
2026-01-08 05:18:06,60.214.229.254,GET,/services.html,200,Mozambique,Southern Africa,Data Analytics,Direct,Desktop,U10390,S19390,0,0,0,0,411,6.76,sales1,5,Thursday,January
2026-02-06 03:02:23,99.85.160.5,GET,/jobs.php,304,Namibia,Southern Africa,Threat Monitoring,Email Campaign,Mobile,U10391,S19391,0,0,1,0,21,10.0,sales3,3,Friday,February
2026-04-11 01:18:24,149.15.158.66,POST,/solutions.html,200,Kenya,East Africa,AI Assistant,Email Campaign,Mobile,U10392,S19392,0,1,0,0,574,6.56,sales3,1,Saturday,April
2026-01-19 23:04:05,141.211.252.90,POST,/contact.html,200,Zimbabwe,Southern Africa,Cyber Risk Assessment,Referral,Desktop,U10393,S19393,0,0,0,0,111,6.94,sales1,23,Monday,January
2026-02-08 00:17:48,67.246.219.215,POST,/solutions.html,404,South Africa,Southern Africa,AI Cybersecurity,Social Media,Mobile,U10394,S19394,0,0,1,0,127,7.34,sales1,0,Sunday,February
2026-04-28 10:05:05,104.21.149.178,GET,/solutions.html,404,Botswana,Southern Africa,Threat Monitoring,Email Campaign,Tablet,U10395,S19395,0,1,0,0,398,8.4,sales3,10,Tuesday,April
2026-03-07 05:04:24,166.75.46.222,POST,/jobs.php,200,Botswana,Southern Africa,Digital Transformation,Email Campaign,Tablet,U10396,S19396,0,0,1,0,420,8.27,sales3,5,Saturday,March
2026-01-22 12:39:33,203.118.158.179,GET,/about.html,304,Namibia,Southern Africa,Cyber Risk Assessment,Social Media,Tablet,U10397,S19397,0,0,0,0,208,6.05,sales2,12,Thursday,January
2026-02-25 08:57:05,196.103.42.9,POST,/scheduledemo.php,200,Zimbabwe,Southern Africa,Digital Transformation,Social Media,Desktop,U10398,S19398,1,0,0,0,306,5.93,sales1,8,Wednesday,February
2026-01-14 11:48:34,50.251.208.95,POST,/about.html,200,Mozambique,Southern Africa,AI Assistant,Direct,Mobile,U10399,S19399,0,1,0,0,149,8.28,sales2,11,Wednesday,January
2026-02-28 16:05:38,20.196.196.178,GET,/aiassistant.php,200,Zambia,Southern Africa,Threat Monitoring,Social Media,Mobile,U10400,S19400,1,0,1,1,246,8.43,sales1,16,Saturday,February
2026-03-22 14:50:08,56.88.15.84,GET,/prototype.php,404,Botswana,Southern Africa,Data Analytics,Email Campaign,Mobile,U10401,S19401,0,0,1,0,600,6.21,sales2,14,Sunday,March
2026-04-28 04:24:41,197.207.149.69,GET,/event.php,304,South Africa,Southern Africa,Data Analytics,Direct,Desktop,U10402,S19402,1,1,0,0,251,3.83,sales1,4,Tuesday,April
2026-05-01 00:12:45,150.230.19.226,GET,/prototype.php,200,Zambia,Southern Africa,Data Analytics,Direct,Mobile,U10403,S19403,0,1,1,0,127,6.59,sales2,0,Friday,May
2026-02-19 07:08:34,166.27.174.171,GET,/jobs.php,200,Botswana,Southern Africa,Cyber Risk Assessment,Social Media,Tablet,U10404,S19404,0,1,0,1,346,8.25,sales2,7,Thursday,February
2026-04-16 15:56:40,47.9.168.89,GET,/prototype.php,304,Zimbabwe,Southern Africa,Threat Monitoring,Social Media,Desktop,U10405,S19405,1,0,1,1,460,10.0,sales2,15,Thursday,April
2026-02-03 22:28:47,179.40.18.91,POST,/services.html,200,Tanzania,East Africa,Digital Transformation,Email Campaign,Mobile,U10406,S19406,0,1,0,0,213,4.6,sales2,22,Tuesday,February
2026-04-07 19:14:51,126.232.223.154,GET,/jobs.php,404,Mozambique,Southern Africa,Data Analytics,Direct,Tablet,U10407,S19407,0,1,0,1,394,6.15,sales1,19,Tuesday,April
2026-03-28 06:27:35,214.113.31.19,POST,/scheduledemo.php,200,Kenya,East Africa,Digital Transformation,Direct,Mobile,U10408,S19408,1,0,0,0,65,6.22,sales1,6,Saturday,March
2026-03-12 12:54:32,185.247.134.242,POST,/prototype.php,200,Zimbabwe,Southern Africa,Cloud Security,Email Campaign,Desktop,U10409,S19409,0,0,0,0,592,9.71,sales3,12,Thursday,March
2026-01-02 20:01:13,145.120.106.86,POST,/solutions.html,200,Zimbabwe,Southern Africa,AI Cybersecurity,Search,Mobile,U10410,S19410,1,1,0,0,289,6.93,sales1,20,Friday,January
2026-01-17 22:25:47,22.222.99.64,POST,/solutions.html,200,Zambia,Southern Africa,AI Cybersecurity,Direct,Tablet,U10411,S19411,0,1,1,0,47,5.19,sales2,22,Saturday,January
2026-01-14 09:13:58,32.79.176.126,POST,/event.php,200,Kenya,East Africa,AI Cybersecurity,Email Campaign,Mobile,U10412,S19412,1,1,0,1,541,8.12,sales3,9,Wednesday,January
2026-01-19 13:09:11,107.149.216.53,POST,/index.html,200,South Africa,Southern Africa,Digital Transformation,Search,Desktop,U10413,S19413,0,1,0,0,106,6.19,sales2,13,Monday,January
2026-04-22 04:25:53,135.22.228.216,POST,/contact.html,200,Zambia,Southern Africa,Cyber Risk Assessment,Referral,Mobile,U10414,S19414,0,0,0,1,469,4.55,sales3,4,Wednesday,April
2026-04-05 13:37:27,102.90.237.157,GET,/index.html,200,Botswana,Southern Africa,Cyber Risk Assessment,Social Media,Desktop,U10415,S19415,0,1,1,1,516,5.21,sales1,13,Sunday,April
2026-03-12 03:19:03,60.187.113.247,POST,/jobs.php,200,Zimbabwe,Southern Africa,Data Analytics,Direct,Desktop,U10416,S19416,1,1,0,1,518,10.0,sales1,3,Thursday,March
2026-02-24 08:49:44,101.101.137.203,POST,/prototype.php,200,Mozambique,Southern Africa,AI Cybersecurity,Search,Mobile,U10417,S19417,0,1,0,0,531,7.77,sales1,8,Tuesday,February
2026-04-12 09:57:40,192.120.213.125,POST,/contact.html,304,Botswana,Southern Africa,Cyber Risk Assessment,Referral,Tablet,U10418,S19418,0,0,0,0,30,7.22,sales2,9,Sunday,April
